split,fname,cell_count
train,Part_1_1899_pathology_colon_connective+tissue+cells.png,4
train,Part_1_1899_pathology_colon_epithelial+cells.png,11
train,Part_1_1900_pathology_colon_neoplastic+cells.png,3
train,Part_1_1901_pathology_colon_neoplastic+cells.png,1
train,Part_1_1901_pathology_colon_epithelial+cells.png,7
train,Part_1_1902_pathology_colon_connective+tissue+cells.png,2
train,Part_1_1902_pathology_colon_epithelial+cells.png,23
test,Part_1_1903_pathology_colon_inflammatory+cells.png,1
test,Part_1_1903_pathology_colon_connective+tissue+cells.png,4
test,Part_1_1903_pathology_colon_epithelial+cells.png,8
train,Part_1_1904_pathology_colon_epithelial+cells.png,31
train,Part_1_1905_pathology_colon_inflammatory+cells.png,1
train,Part_1_1905_pathology_colon_connective+tissue+cells.png,6
train,Part_1_1905_pathology_colon_epithelial+cells.png,15
train,Part_1_1906_pathology_colon_inflammatory+cells.png,18
train,Part_1_1906_pathology_colon_connective+tissue+cells.png,8
train,Part_1_1906_pathology_colon_epithelial+cells.png,4
train,Part_1_1907_pathology_colon_inflammatory+cells.png,4
train,Part_1_1907_pathology_colon_connective+tissue+cells.png,2
train,Part_1_1907_pathology_colon_epithelial+cells.png,18
train,Part_1_1908_pathology_colon_inflammatory+cells.png,3
train,Part_1_1908_pathology_colon_connective+tissue+cells.png,7
train,Part_1_1908_pathology_colon_epithelial+cells.png,11
train,Part_1_1909_pathology_colon_epithelial+cells.png,2
train,Part_1_1910_pathology_colon_inflammatory+cells.png,4
train,Part_1_1910_pathology_colon_connective+tissue+cells.png,8
train,Part_1_1910_pathology_colon_epithelial+cells.png,17
train,Part_1_1911_pathology_colon_epithelial+cells.png,8
train,Part_1_1912_pathology_colon_connective+tissue+cells.png,3
train,Part_1_1912_pathology_colon_epithelial+cells.png,12
train,Part_1_1913_pathology_colon_epithelial+cells.png,8
train,Part_1_1914_pathology_colon_inflammatory+cells.png,3
train,Part_1_1914_pathology_colon_connective+tissue+cells.png,5
train,Part_1_1914_pathology_colon_epithelial+cells.png,7
train,Part_1_1915_pathology_colon_inflammatory+cells.png,2
train,Part_1_1915_pathology_colon_connective+tissue+cells.png,4
train,Part_1_1915_pathology_colon_epithelial+cells.png,20
train,Part_1_1916_pathology_colon_epithelial+cells.png,12
train,Part_1_1917_pathology_colon_connective+tissue+cells.png,3
train,Part_1_1917_pathology_colon_epithelial+cells.png,19
train,Part_1_1918_pathology_colon_epithelial+cells.png,5
train,Part_1_1919_pathology_colon_inflammatory+cells.png,4
train,Part_1_1919_pathology_colon_connective+tissue+cells.png,4
train,Part_1_1919_pathology_colon_epithelial+cells.png,7
train,Part_1_1920_pathology_colon_inflammatory+cells.png,5
train,Part_1_1920_pathology_colon_connective+tissue+cells.png,10
train,Part_1_1920_pathology_colon_epithelial+cells.png,16
train,Part_1_1921_pathology_colon_inflammatory+cells.png,2
train,Part_1_1921_pathology_colon_connective+tissue+cells.png,13
train,Part_1_1921_pathology_colon_epithelial+cells.png,13
train,Part_1_1922_pathology_colon_connective+tissue+cells.png,2
train,Part_1_1924_pathology_colon_connective+tissue+cells.png,11
train,Part_1_1925_pathology_colon_connective+tissue+cells.png,9
train,Part_1_1926_pathology_colon_connective+tissue+cells.png,5
train,Part_1_1927_pathology_colon_inflammatory+cells.png,1
train,Part_1_1927_pathology_colon_connective+tissue+cells.png,14
train,Part_1_1928_pathology_colon_epithelial+cells.png,6
train,Part_1_1929_pathology_colon_inflammatory+cells.png,1
train,Part_1_1929_pathology_colon_connective+tissue+cells.png,5
train,Part_1_1929_pathology_colon_epithelial+cells.png,10
train,Part_1_1930_pathology_colon_inflammatory+cells.png,2
train,Part_1_1930_pathology_colon_connective+tissue+cells.png,20
train,Part_1_1931_pathology_colon_inflammatory+cells.png,4
train,Part_1_1931_pathology_colon_connective+tissue+cells.png,28
train,Part_1_1932_pathology_colon_connective+tissue+cells.png,13
train,Part_1_1932_pathology_colon_epithelial+cells.png,15
train,Part_1_1933_pathology_colon_epithelial+cells.png,5
train,Part_1_1934_pathology_colon_inflammatory+cells.png,1
train,Part_1_1934_pathology_colon_connective+tissue+cells.png,2
train,Part_1_1934_pathology_colon_epithelial+cells.png,13
train,Part_1_1935_pathology_colon_inflammatory+cells.png,3
train,Part_1_1935_pathology_colon_connective+tissue+cells.png,26
train,Part_1_1935_pathology_colon_epithelial+cells.png,3
train,Part_1_1936_pathology_colon_epithelial+cells.png,1
test,Part_1_1937_pathology_colon_inflammatory+cells.png,2
test,Part_1_1937_pathology_colon_connective+tissue+cells.png,19
train,Part_1_1938_pathology_colon_inflammatory+cells.png,8
train,Part_1_1938_pathology_colon_connective+tissue+cells.png,11
train,Part_1_1938_pathology_colon_epithelial+cells.png,7
train,Part_1_1941_pathology_colon_epithelial+cells.png,4
train,Part_1_1942_pathology_colon_epithelial+cells.png,13
train,Part_1_1943_pathology_colon_inflammatory+cells.png,7
train,Part_1_1943_pathology_colon_connective+tissue+cells.png,9
train,Part_1_1943_pathology_colon_epithelial+cells.png,14
train,Part_1_1944_pathology_colon_inflammatory+cells.png,13
train,Part_1_1944_pathology_colon_connective+tissue+cells.png,25
train,Part_1_1947_pathology_colon_inflammatory+cells.png,4
train,Part_1_1947_pathology_colon_connective+tissue+cells.png,1
train,Part_1_1947_pathology_colon_epithelial+cells.png,25
train,Part_1_1948_pathology_colon_epithelial+cells.png,4
test,Part_1_1949_pathology_colon_epithelial+cells.png,7
train,Part_1_1950_pathology_colon_inflammatory+cells.png,6
train,Part_1_1950_pathology_colon_connective+tissue+cells.png,4
train,Part_1_1950_pathology_colon_epithelial+cells.png,9
train,Part_1_1951_pathology_colon_epithelial+cells.png,8
train,Part_1_1952_pathology_colon_epithelial+cells.png,5
test,Part_1_1953_pathology_colon_inflammatory+cells.png,3
test,Part_1_1953_pathology_colon_connective+tissue+cells.png,5
test,Part_1_1953_pathology_colon_epithelial+cells.png,14
test,Part_1_1954_pathology_colon_inflammatory+cells.png,13
test,Part_1_1954_pathology_colon_connective+tissue+cells.png,3
test,Part_1_1954_pathology_colon_epithelial+cells.png,4
test,Part_1_1955_pathology_colon_inflammatory+cells.png,7
test,Part_1_1955_pathology_colon_connective+tissue+cells.png,5
test,Part_1_1955_pathology_colon_epithelial+cells.png,11
train,Part_1_1956_pathology_colon_epithelial+cells.png,12
train,Part_1_1957_pathology_colon_epithelial+cells.png,4
train,Part_1_1958_pathology_colon_inflammatory+cells.png,19
train,Part_1_1958_pathology_colon_connective+tissue+cells.png,3
train,Part_1_1958_pathology_colon_epithelial+cells.png,3
train,Part_1_1959_pathology_colon_inflammatory+cells.png,1
train,Part_1_1959_pathology_colon_epithelial+cells.png,8
train,Part_1_1960_pathology_colon_inflammatory+cells.png,8
train,Part_1_1960_pathology_colon_connective+tissue+cells.png,3
train,Part_1_1960_pathology_colon_epithelial+cells.png,8
train,Part_1_1961_pathology_colon_inflammatory+cells.png,20
train,Part_1_1961_pathology_colon_connective+tissue+cells.png,2
train,Part_1_1961_pathology_colon_epithelial+cells.png,5
train,Part_1_1962_pathology_colon_inflammatory+cells.png,11
train,Part_1_1962_pathology_colon_connective+tissue+cells.png,3
train,Part_1_1962_pathology_colon_epithelial+cells.png,10
test,Part_1_1963_pathology_colon_inflammatory+cells.png,8
test,Part_1_1963_pathology_colon_connective+tissue+cells.png,2
test,Part_1_1963_pathology_colon_epithelial+cells.png,7
test,Part_1_1964_pathology_colon_epithelial+cells.png,6
test,Part_1_1965_pathology_colon_inflammatory+cells.png,1
test,Part_1_1965_pathology_colon_epithelial+cells.png,7
train,Part_1_1980_pathology_colon_inflammatory+cells.png,8
train,Part_1_1980_pathology_colon_epithelial+cells.png,13
train,Part_1_1981_pathology_colon_inflammatory+cells.png,22
train,Part_1_1981_pathology_colon_connective+tissue+cells.png,1
train,Part_1_1981_pathology_colon_epithelial+cells.png,9
train,Part_1_1982_pathology_colon_neoplastic+cells.png,4
train,Part_1_1982_pathology_colon_inflammatory+cells.png,17
train,Part_1_1982_pathology_colon_connective+tissue+cells.png,1
train,Part_1_1982_pathology_colon_epithelial+cells.png,9
train,Part_1_1983_pathology_colon_inflammatory+cells.png,19
train,Part_1_1983_pathology_colon_connective+tissue+cells.png,2
train,Part_1_1983_pathology_colon_epithelial+cells.png,6
train,Part_1_1984_pathology_colon_inflammatory+cells.png,24
train,Part_1_1984_pathology_colon_epithelial+cells.png,5
train,Part_1_1985_pathology_colon_inflammatory+cells.png,1
train,Part_1_1985_pathology_colon_epithelial+cells.png,17
train,Part_1_1986_pathology_colon_inflammatory+cells.png,22
train,Part_1_1986_pathology_colon_connective+tissue+cells.png,2
train,Part_1_1986_pathology_colon_epithelial+cells.png,10
train,Part_1_1987_pathology_colon_inflammatory+cells.png,8
train,Part_1_1987_pathology_colon_epithelial+cells.png,13
train,Part_1_1988_pathology_colon_inflammatory+cells.png,8
train,Part_1_1988_pathology_colon_epithelial+cells.png,16
test,Part_1_1989_pathology_colon_inflammatory+cells.png,11
test,Part_1_1989_pathology_colon_connective+tissue+cells.png,2
test,Part_1_1989_pathology_colon_epithelial+cells.png,5
train,Part_1_1990_pathology_colon_inflammatory+cells.png,1
train,Part_1_1990_pathology_colon_epithelial+cells.png,9
train,Part_1_1991_pathology_colon_inflammatory+cells.png,24
train,Part_1_1991_pathology_colon_connective+tissue+cells.png,1
train,Part_1_1991_pathology_colon_epithelial+cells.png,3
test,Part_1_1992_pathology_colon_inflammatory+cells.png,18
test,Part_1_1992_pathology_colon_epithelial+cells.png,10
train,Part_1_1993_pathology_colon_inflammatory+cells.png,27
train,Part_1_1993_pathology_colon_connective+tissue+cells.png,3
train,Part_1_1993_pathology_colon_epithelial+cells.png,4
train,Part_1_1994_pathology_colon_inflammatory+cells.png,9
train,Part_1_1994_pathology_colon_connective+tissue+cells.png,1
train,Part_1_1995_pathology_colon_inflammatory+cells.png,9
train,Part_1_1995_pathology_colon_epithelial+cells.png,12
train,Part_1_1996_pathology_colon_inflammatory+cells.png,9
train,Part_1_1996_pathology_colon_epithelial+cells.png,9
train,Part_1_1997_pathology_colon_inflammatory+cells.png,1
train,Part_1_1997_pathology_colon_epithelial+cells.png,13
train,Part_1_1998_pathology_colon_inflammatory+cells.png,14
train,Part_1_1998_pathology_colon_connective+tissue+cells.png,1
train,Part_1_1998_pathology_colon_epithelial+cells.png,8
test,Part_1_1999_pathology_colon_inflammatory+cells.png,7
test,Part_1_1999_pathology_colon_connective+tissue+cells.png,6
test,Part_1_1999_pathology_colon_epithelial+cells.png,5
train,Part_1_2000_pathology_colon_inflammatory+cells.png,8
train,Part_1_2000_pathology_colon_connective+tissue+cells.png,8
train,Part_1_2001_pathology_colon_connective+tissue+cells.png,1
train,Part_1_2001_pathology_colon_epithelial+cells.png,12
train,Part_1_2002_pathology_colon_epithelial+cells.png,10
train,Part_1_2003_pathology_colon_inflammatory+cells.png,7
train,Part_1_2003_pathology_colon_connective+tissue+cells.png,14
train,Part_1_2004_pathology_colon_inflammatory+cells.png,6
train,Part_1_2004_pathology_colon_connective+tissue+cells.png,4
train,Part_1_2004_pathology_colon_epithelial+cells.png,10
train,Part_1_2005_pathology_colon_inflammatory+cells.png,13
train,Part_1_2005_pathology_colon_connective+tissue+cells.png,8
train,Part_1_2006_pathology_colon_connective+tissue+cells.png,1
train,Part_1_2006_pathology_colon_epithelial+cells.png,12
train,Part_1_2008_pathology_colon_inflammatory+cells.png,11
train,Part_1_2008_pathology_colon_connective+tissue+cells.png,4
train,Part_1_2008_pathology_colon_epithelial+cells.png,6
train,Part_1_2010_pathology_colon_inflammatory+cells.png,2
train,Part_1_2010_pathology_colon_connective+tissue+cells.png,3
train,Part_1_2010_pathology_colon_epithelial+cells.png,7
test,Part_1_2011_pathology_colon_connective+tissue+cells.png,1
test,Part_1_2011_pathology_colon_epithelial+cells.png,7
train,Part_1_2012_pathology_colon_inflammatory+cells.png,5
train,Part_1_2012_pathology_colon_connective+tissue+cells.png,9
train,Part_1_2012_pathology_colon_epithelial+cells.png,5
train,Part_1_2013_pathology_colon_inflammatory+cells.png,2
train,Part_1_2013_pathology_colon_connective+tissue+cells.png,4
train,Part_1_2013_pathology_colon_epithelial+cells.png,4
train,Part_1_2014_pathology_colon_epithelial+cells.png,14
train,Part_1_2015_pathology_colon_epithelial+cells.png,7
test,Part_1_2016_pathology_colon_inflammatory+cells.png,11
test,Part_1_2016_pathology_colon_connective+tissue+cells.png,7
train,Part_1_2017_pathology_colon_inflammatory+cells.png,3
train,Part_1_2017_pathology_colon_connective+tissue+cells.png,6
train,Part_1_2017_pathology_colon_epithelial+cells.png,5
test,Part_1_2018_pathology_colon_epithelial+cells.png,15
train,Part_1_2021_pathology_colon_inflammatory+cells.png,1
train,Part_1_2021_pathology_colon_connective+tissue+cells.png,7
train,Part_1_2023_pathology_colon_inflammatory+cells.png,2
train,Part_1_2023_pathology_colon_connective+tissue+cells.png,19
train,Part_1_2024_pathology_colon_connective+tissue+cells.png,18
train,Part_1_2025_pathology_colon_connective+tissue+cells.png,10
train,Part_1_2026_pathology_colon_inflammatory+cells.png,2
train,Part_1_2026_pathology_colon_connective+tissue+cells.png,30
test,Part_1_2027_pathology_colon_connective+tissue+cells.png,8
train,Part_1_2028_pathology_colon_connective+tissue+cells.png,17
train,Part_1_2029_pathology_colon_connective+tissue+cells.png,14
train,Part_1_2030_pathology_colon_connective+tissue+cells.png,17
train,Part_1_2031_pathology_colon_inflammatory+cells.png,2
train,Part_1_2031_pathology_colon_connective+tissue+cells.png,19
test,Part_1_2032_pathology_colon_inflammatory+cells.png,7
test,Part_1_2032_pathology_colon_connective+tissue+cells.png,28
train,Part_1_2033_pathology_colon_inflammatory+cells.png,2
train,Part_1_2033_pathology_colon_connective+tissue+cells.png,14
train,Part_1_2034_pathology_colon_connective+tissue+cells.png,15
train,Part_1_2035_pathology_colon_connective+tissue+cells.png,12
test,Part_1_2036_pathology_colon_connective+tissue+cells.png,17
train,Part_1_2037_pathology_colon_connective+tissue+cells.png,20
test,Part_1_2038_pathology_colon_inflammatory+cells.png,3
test,Part_1_2038_pathology_colon_connective+tissue+cells.png,12
train,Part_1_2039_pathology_colon_inflammatory+cells.png,1
train,Part_1_2039_pathology_colon_connective+tissue+cells.png,13
test,Part_1_2040_pathology_colon_inflammatory+cells.png,1
test,Part_1_2040_pathology_colon_connective+tissue+cells.png,9
test,Part_1_2041_pathology_colon_inflammatory+cells.png,6
test,Part_1_2041_pathology_colon_connective+tissue+cells.png,20
train,Part_1_2042_pathology_colon_inflammatory+cells.png,3
train,Part_1_2042_pathology_colon_connective+tissue+cells.png,18
train,Part_1_2043_pathology_colon_connective+tissue+cells.png,15
train,Part_1_2043_pathology_colon_epithelial+cells.png,5
train,Part_1_2044_pathology_colon_connective+tissue+cells.png,7
train,Part_1_2044_pathology_colon_epithelial+cells.png,9
test,Part_1_2045_pathology_colon_connective+tissue+cells.png,1
test,Part_1_2045_pathology_colon_epithelial+cells.png,11
test,Part_1_2046_pathology_colon_connective+tissue+cells.png,5
test,Part_1_2046_pathology_colon_epithelial+cells.png,12
train,Part_1_2047_pathology_colon_connective+tissue+cells.png,9
train,Part_1_2047_pathology_colon_epithelial+cells.png,12
train,Part_1_2048_pathology_colon_inflammatory+cells.png,3
train,Part_1_2048_pathology_colon_epithelial+cells.png,1
train,Part_1_2049_pathology_colon_connective+tissue+cells.png,6
train,Part_1_2049_pathology_colon_epithelial+cells.png,10
train,Part_1_2050_pathology_colon_connective+tissue+cells.png,14
train,Part_1_2050_pathology_colon_epithelial+cells.png,12
train,Part_1_2051_pathology_colon_connective+tissue+cells.png,13
train,Part_1_2051_pathology_colon_epithelial+cells.png,4
train,Part_1_2052_pathology_colon_connective+tissue+cells.png,4
train,Part_1_2052_pathology_colon_epithelial+cells.png,18
train,Part_1_2053_pathology_colon_inflammatory+cells.png,1
train,Part_1_2053_pathology_colon_connective+tissue+cells.png,14
train,Part_1_2053_pathology_colon_epithelial+cells.png,6
train,Part_1_2054_pathology_colon_connective+tissue+cells.png,8
train,Part_1_2054_pathology_colon_epithelial+cells.png,11
test,Part_1_2055_pathology_colon_connective+tissue+cells.png,17
test,Part_1_2055_pathology_colon_epithelial+cells.png,10
train,Part_1_2056_pathology_colon_connective+tissue+cells.png,8
train,Part_1_2056_pathology_colon_epithelial+cells.png,23
train,Part_1_2057_pathology_colon_neoplastic+cells.png,19
train,Part_1_2057_pathology_colon_dead+cells.png,1
test,Part_1_2058_pathology_colon_neoplastic+cells.png,12
test,Part_1_2058_pathology_colon_dead+cells.png,18
train,Part_1_2059_pathology_colon_neoplastic+cells.png,11
train,Part_1_2059_pathology_colon_inflammatory+cells.png,1
train,Part_1_2059_pathology_colon_dead+cells.png,4
train,Part_1_2060_pathology_esophagus_neoplastic+cells.png,14
train,Part_1_2060_pathology_esophagus_connective+tissue+cells.png,8
train,Part_1_2061_pathology_esophagus_neoplastic+cells.png,28
train,Part_1_2062_pathology_esophagus_neoplastic+cells.png,20
train,Part_1_2062_pathology_esophagus_inflammatory+cells.png,1
